person_age,person_income,loan_amnt,loan_int_rate
32,84456,10000,9.88
34,90000,5000,13.61
27,39480,7200,13.79
29,62000,12000,7.51
28,29000,10000,16.77
28,28320,8700,14.61
29,118400,35000,7.9
28,25000,5000,7.51
27,55200,4000,6.76
28,47004,10000,13.61
31,85000,16000,11.34
31,80000,6000,7.4
31,90000,12000,6.92
33,143004,10000,6.99
27,50000,10750,13.48
27,65000,5000,13.99
27,51298,1000,10.37
35,36000,7000,6.91
31,54050,12000,10.99
32,50000,8000,7.49
34,60000,10500,15.68
27,20000,6000,13.11
35,32000,14500,6.17
33,612000,5950,12.73
33,110000,10000,13.57
31,50000,10000,10.71
28,81000,6000,6.17
34,47700,9000,7.14
31,24996,10750,12.53
33,96000,9000,7.49
31,45000,14000,7.91
30,28000,6300,11.99
28,115000,5000,7.51
33,30000,7500,11.86
35,72000,12800,6.62
29,153000,17600,8.7
30,57996,8400,12.98
32,250000,25000,14.59
34,40000,25000,10.25
27,65000,28000,7.9
35,54000,9000,14.46
31,47700,12000,11.99
31,351699,10500,15.7
30,34000,2400,15.57
27,48000,10000,10.62
31,95000,15000,11.14
31,96000,10000,9.99
29,39000,16000,5.99
28,75000,5000,7.88
33,37000,13000,10.36
28,30000,10000,10.38
27,38400,5000,9.88
31,77940,16250,10.99
28,140000,7400,6.03
31,47500,10000,15.96
32,45000,6400,7.49
27,50000,12000,10.37
32,38000,6350,5.79
35,90000,12000,10.99
32,200000,25000,10.62
27,120000,7000,6.76
27,56000,14000,10.65
28,44000,16000,13.48
33,92000,20000,13.06
32,107800,5200,14.65
35,250000,15000,9.88
28,90080,5500,7.49
32,120000,5600,10.75
27,120000,25000,16.07
28,68004,15000,13.16
34,56000,5000,8.9
32,35000,4000,13.61
31,95000,2500,13.72
30,42000,2250,8.88
27,25000,8000,14.84
30,69996,2000,10.65
28,30000,3900,11.99
35,17280,7200,12.36
29,33000,5000,8.9
27,70000,20000,11.48
27,31200,12300,12.53
28,24000,1500,7.14
27,30996,2600,14.74
28,30000,12000,5.42
35,31000,15000,13.16
27,110000,18000,9.91
28,30000,14800,11.14
27,88000,9000,6.91
34,33666,8000,17.49
32,35000,5500,11.49
28,40000,10500,14.27
31,20500,1000,6.76
28,25000,12000,9.83
27,51000,18000,7.49
29,54000,14800,15.31
27,43200,10000,7.49
31,62000,6550,5.79
30,54000,5000,12.61
35,30000,3000,10.65
28,56000,20000,18.25
28,39000,3600,16.29
31,30372,20200,14.74
27,44000,6400,13.85
33,59450,3000,10.38
30,138000,23975,17.93
33,40000,11175,14.96
28,100000,8000,13.98
29,120000,5000,14.09
33,125000,20000,7.88
33,135000,6275,6.91
30,135000,25000,15.21
33,400000,15000,6.03
34,75500,19200,16.77
29,24960,4000,5.42
27,136000,5000,6.17
29,48000,4500,5.42
27,60000,10000,13.22
33,63996,3200,5.42
33,170000,21000,14.26
28,69000,20000,14.91
27,24000,2800,10.95
31,85000,18500,7.51
33,123000,12000,11.83
28,24000,8875,10.65
27,19200,1400,16.77
28,52000,13600,7.88
27,49000,4000,10.59
29,55400,7000,10.28
35,40000,5000,6.92
27,44004,10000,6.92
28,50000,8000,5.99
29,61455,10000,18.09
27,20000,8000,11.89
29,40000,8000,8.59
30,54000,5000,15.13
29,48000,10000,7.51
35,90000,11000,11.99
28,38000,3200,9.63
27,98004,10000,6.54
30,9600,1500,12.73
31,60000,25000,8.9
30,50000,2000,14.79
28,604000,25000,9.01
29,72000,15900,13.04
27,60000,1800,11.46
30,120000,11000,6.03
29,92004,10000,9.63
31,24000,6000,8.49
31,78000,14000,9.63
33,50000,9000,7.51
30,78000,26000,15.96
31,50000,12000,6.03
28,55000,18000,7.9
29,92000,10000,11.26
27,28800,3000,7.88
27,35000,10000,9.88
29,89849,6000,13.98
30,300000,35000,10.59
31,56000,8000,8.59
34,30144,18000,12.84
32,48000,3600,6.92
28,48000,5000,15.27
34,48989,2400,7.14
27,57240,15000,11.99
28,60000,15000,11.99
35,24960,1400,8.49
29,47133,5100,11.86
33,39504,3000,7.37
34,480000,14000,14.61
28,60000,4600,7.88
27,34152,5000,13.79
29,30000,6000,5.79
28,48000,4000,14.35
29,74000,16000,13.11
29,89520,8000,13.23
28,64600,5000,8.94
32,75000,2000,15.65
32,240000,8400,7.51
29,48712,11050,5.42
31,124992,24000,8.49
27,44000,6000,13.23
27,44000,13650,10.65
31,54000,15000,8.49
27,132000,20000,12.73
33,24000,10000,8.9
27,49000,8500,10.59
33,120999,15200,13.61
34,60000,10000,13.57
28,56100,8400,7.51
27,84000,12000,13.16
31,69000,16000,5.99
31,50000,4800,6.03
31,20000,5000,11.83
27,64000,5000,12.99
30,96000,17000,10.62
29,118374,3500,13.49
32,100000,14400,13.35
30,49000,5000,15.31
27,78200,35000,17.99
31,96000,9600,5.99
29,97000,12000,11.83
27,69000,4000,11.49
28,21000,6250,7.9
29,69000,6000,11.12
33,37440,4400,11.71
30,60000,20000,6.17
27,61200,5000,11.86
33,81000,7500,10.08
34,30000,4200,5.79
30,50000,5000,5.99
33,54000,10000,10.99
33,87000,5000,14.96
27,82500,11100,8.94
28,62040,13400,13.06
33,44000,2725,12.18
35,28080,9600,13.57
27,150000,10000,8.59
34,60353,8500,10.65
31,42000,7200,9.99
28,66000,6500,5.79
32,29100,10000,15.95
34,40000,5000,12.53
28,62352,3800,6.62
34,30636,10000,10.37
32,29500,7000,10.0
31,30000,6600,16.49
31,77000,10000,14.65
28,48715,12000,12.87
28,79536,16425,7.9
28,80000,21000,11.36
28,75000,15250,11.34
30,30809,11200,11.99
35,53500,10000,9.91
28,48000,2000,14.96
35,48000,17000,7.88
33,53000,2500,9.99
35,32900,4800,13.23
34,135000,20000,17.74
33,115000,25000,11.86
29,68004,18000,10.0
27,38000,4500,9.99
28,82500,11000,16.35
29,48000,10000,10.62
31,24000,3000,7.49
30,39000,2300,8.59
29,92000,12000,6.62
35,123000,25000,17.19
35,66000,3000,6.03
28,64000,10000,11.66
29,42000,18000,14.65
33,140000,9600,6.91
34,35100,9000,13.47
34,50000,4000,8.9
34,51621,3500,11.49
28,61000,12000,6.03
32,50000,2500,13.49
28,48996,15000,14.09
34,225000,3000,13.35
34,75000,3000,7.9
31,51500,19000,14.83
29,48000,17375,14.27
31,111000,5150,6.62
29,83000,7500,8.9
27,69996,10800,14.91
34,45000,12000,11.86
34,30000,12000,8.9
34,109200,6000,12.23
27,75288,18050,10.0
29,40000,3600,8.59
32,37000,6000,10.36
28,59000,14000,10.36
34,52809,13000,10.62
32,40000,16000,5.99
31,79100,19150,6.99
32,99996,7000,7.14
30,78000,15000,14.96
31,99000,12000,14.26
29,28800,1400,7.9
32,54000,7125,9.99
33,90000,12000,12.98
29,150000,15000,16.32
29,28000,5000,16.07
30,44760,3300,11.71
27,62900,24250,15.31
28,65000,7200,13.98
28,20000,4000,13.11
29,19200,2000,5.99
30,85000,10000,6.62
31,100000,15000,9.63
28,40000,3600,6.99
34,54072,7000,11.89
30,45000,13250,7.9
29,33000,4200,11.36
28,108000,5000,12.87
28,30000,3000,7.29
29,72500,7000,13.79
30,48996,10000,15.45
28,37090,3000,11.12
32,115000,4000,12.69
34,138000,25000,11.12
29,91560,22000,6.91
30,120000,10000,17.04
31,78000,20000,14.26
27,44640,12800,11.83
29,158000,11000,8.49
29,45000,8000,12.21
34,27000,2525,12.21
27,48000,25000,10.59
27,58000,5900,9.32
29,18000,1700,11.12
28,55704,8400,7.51
32,66300,6075,6.03
32,64000,10000,12.69
33,45000,12000,7.88
27,32220,17725,11.49
29,74100,4500,13.61
29,35000,10625,7.9
32,45000,3000,12.61
27,62000,3275,9.33
31,200000,7800,9.63
29,47000,5000,10.62
29,37920,12000,13.48
28,48000,12000,14.54
28,34000,9600,10.99
29,69996,2400,11.11
33,75000,6000,7.51
28,99996,10000,5.42
32,65000,3625,6.03
33,66000,6400,14.96
28,73000,15000,11.83
34,135000,15000,5.42
31,160000,3600,15.23
33,21000,7750,11.83
32,40000,7500,5.99
29,40000,7000,14.91
30,140000,15000,16.35
32,60000,6000,6.62
33,68508,7000,8.0
35,78000,10000,6.54
31,33600,15250,12.53
34,32000,2275,6.17
30,28000,12000,14.22
28,48000,3000,11.99
27,48996,12000,12.53
29,90000,10000,12.21
34,18000,1500,11.48
29,28550,4000,10.59
28,42000,10000,10.75
30,94000,10000,14.27
27,180000,8000,13.23
27,45000,7600,14.59
33,58800,3000,11.49
35,50000,7000,11.49
31,60000,19400,18.53
28,40000,9000,12.53
29,16800,2750,14.84
27,56253,10000,11.36
34,38000,10000,8.94
30,53004,14000,15.28
32,40100,7175,12.99
29,480000,6500,5.42
30,80000,6000,14.17
29,27840,8575,19.42
32,91800,8400,15.99
30,96000,8000,6.99
28,54000,12000,15.31
29,25000,10000,13.49
27,45600,3000,6.99
33,75653,20000,17.58
27,63844,20000,6.54
35,120000,12000,10.99
33,30000,6500,8.49
28,50000,16200,13.99
27,84000,7000,7.29
28,50000,3000,10.37
28,78000,12000,10.62
27,60132,10000,10.62
35,80000,15000,15.99
28,215662,21000,11.99
27,120000,16000,12.21
34,135000,8000,9.32
28,120000,14400,10.74
27,127000,21000,10.99
27,92000,18000,11.48
31,56839,9000,15.33
28,124886,5000,11.99
29,36100,14000,14.27
30,90000,18000,8.49
29,40000,5000,5.42
29,50000,3575,11.49
27,104371,15000,16.77
33,98000,20000,6.91
29,37100,3000,16.82
28,125000,8000,11.14
29,142000,24250,11.48
27,125000,8000,6.76
34,38769,2400,8.9
28,65000,10000,7.49
34,55000,7000,13.49
34,70000,6000,11.89
27,72000,6000,5.42
27,140987,6450,5.99
28,56864,12300,7.88
34,42000,18825,7.9
30,100000,1000,11.71
29,57600,6000,9.91
28,72000,16000,15.95
33,24000,2000,14.35
27,110000,3600,6.03
30,24414,5000,6.91
28,30000,10500,8.94
30,51996,3200,6.99
29,120000,6250,12.53
32,110888,10400,9.91
27,47900,7500,13.47
30,90000,18000,8.94
31,77500,10000,16.49
33,97000,7000,12.98
27,56888,8000,16.29
30,40000,2500,5.79
35,106369,8325,6.99
27,67000,2800,13.04
31,101000,7500,13.22
34,220000,11275,12.99
30,95000,4000,5.99
34,80000,5000,6.17
27,36400,9000,7.49
33,36000,5000,8.49
30,65000,20000,16.77
33,45000,8000,16.49
27,129700,10000,6.54
34,53500,3200,6.76
27,78000,5125,8.59
33,82000,6000,7.51
28,43200,3000,7.49
28,31000,3600,14.11
32,89000,12000,8.94
31,83000,18000,19.74
29,61656,15000,6.91
32,30000,11450,9.99
31,26010,6500,9.99
30,52000,14675,9.63
36,1200000,10000,6.54
50,900000,30000,12.69
37,80000,35000,11.99
39,708000,25000,12.18
36,700000,25000,12.53
40,540600,35000,15.99
37,85000,35000,8.9
43,500000,25000,12.61
41,480000,16000,7.9
40,133000,35000,14.54
36,408000,35000,7.9
37,408000,6000,12.61
43,400000,28000,9.91
43,350000,18000,11.49
46,336000,9000,11.49
43,74000,30600,18.79
38,306000,15000,10.62
47,305000,10000,13.43
46,305000,20000,17.93
42,300000,10000,17.27
37,55000,30000,9.91
37,300000,25000,11.49
36,90000,30000,15.99
36,280000,5000,14.26
37,220000,30000,9.91
41,268000,24000,10.37
43,267000,21000,12.69
37,260000,20000,14.96
36,250000,31400,14.27
44,12000,2000,9.88
41,250000,5000,9.99
36,250000,20000,7.88
41,250000,4200,13.11
36,250000,4000,7.14
48,228000,25000,15.31
45,85000,26000,14.27
40,233000,15000,11.83
43,230004,25000,15.58
42,47000,25000,12.18
45,225000,22200,12.69
41,225000,35000,15.62
40,176800,25000,10.99
40,210000,20000,6.17
42,210000,16000,13.47
45,210000,12000,9.63
41,49000,25000,17.04
38,202000,15000,12.04
40,201400,12450,12.23
45,60000,25000,9.99
38,200000,25000,7.9
50,200000,7000,10.99
37,200000,6000,5.42
39,200000,4800,7.49
36,200000,14000,7.49
37,200000,25000,15.57
36,200000,25000,15.2
41,200000,1000,10.38
37,200000,25000,10.75
39,200000,18000,10.99
41,66504,25000,17.56
38,200000,20000,11.48
44,72136,25000,19.41
38,192000,5600,7.9
37,192000,25600,5.99
46,192000,25000,14.79
36,192000,20000,11.48
36,69000,25000,14.59
44,189996,8000,13.16
36,14400,7000,5.42
36,174462,20000,17.04
37,186000,3000,6.39
46,185000,20000,11.36
43,180000,6000,14.27
36,84000,25000,12.87
36,84996,25000,11.86
36,180000,24000,9.99
45,180000,10000,5.99
39,78000,25000,16.02
45,82800,25000,12.87
36,175000,11800,7.51
38,175000,21000,9.99
37,97000,25000,19.41
37,88000,25000,19.66
36,15000,5000,13.92
37,15000,5000,7.74
47,90000,25000,15.65
37,175000,15000,9.76
37,174996,6500,13.35
37,94000,25000,13.11
44,171996,25000,9.62
41,171194,25000,11.12
37,170004,25000,16.45
37,110000,25000,10.99
40,98004,25000,19.04
46,170000,7200,9.91
39,170000,32000,7.49
39,170000,17000,12.99
36,103000,25000,12.53
38,124499,25000,13.06
39,100300,25000,15.7
40,15600,4000,15.7
36,127000,25000,14.59
47,165000,19800,15.65
40,158000,25000,16.82
38,16500,2000,13.23
36,430000,25000,13.8
48,16800,3300,10.99
37,160000,24000,6.54
37,76066,24250,15.65
42,68850,24250,15.58
36,148000,10000,14.11
39,78200,24250,16.0
50,118000,24250,13.92
36,135000,24250,12.87
40,45000,24000,10.65
38,17108,4375,7.51
38,17280,1000,16.29
39,55059,24000,12.53
38,60000,24000,13.85
36,17640,5875,7.9
39,17721,3975,11.97
39,17760,4375,5.42
36,72800,24000,14.09
39,67000,24000,15.31
36,78708,24000,11.12
38,81000,24000,8.49
43,97500,24000,10.99
36,100300,24000,11.99
48,130000,24000,9.91
41,60000,23800,6.91
39,64000,23500,14.26
37,18000,1500,13.47
40,83000,23000,12.36
42,67147,22400,14.11
38,83000,22250,23.22
47,38400,22000,18.78
38,56524,22000,10.75
43,72000,22000,10.62
42,82000,22000,10.99
46,91000,22000,18.79
39,119000,22000,11.49
40,167000,22000,10.99
37,40000,21250,12.99
36,42000,21000,7.49
39,58000,21000,10.83
36,59000,21000,14.11
36,80000,21000,11.36
37,92000,21000,11.63
39,110000,21000,11.11
39,19404,6000,11.14
38,200000,21000,10.37
39,48000,20500,14.59
36,69996,20400,10.37
37,69996,20400,13.06
36,38000,20000,12.41
37,20000,3000,12.69
48,39915,20000,7.49
45,37000,20000,11.71
36,45000,20000,11.36
36,48000,20000,13.61
37,42000,20000,14.25
50,44000,20000,20.4
38,50000,20000,13.85
37,45000,20000,12.53
43,20000,5000,7.14
40,45996,20000,14.61
39,62400,20000,12.68
38,64700,20000,11.11
39,65000,20000,10.74
37,65000,20000,10.25
37,65000,20000,16.71
36,65004,20000,15.33
38,66690,20000,14.59
38,21000,3000,13.43
39,72000,20000,12.69
41,75000,20000,11.14
39,21600,6000,6.03
36,76464,20000,13.22
50,76500,20000,11.99
38,21600,4750,15.23
36,21600,2100,8.49
41,21600,3500,13.61
36,22000,8000,6.99
36,84000,20000,9.64
40,73100,20000,14.54
36,103000,20000,13.79
38,110000,20000,6.91
40,110000,20000,10.38
41,110496,20000,6.91
37,108000,20000,16.32
37,120000,20000,13.47
39,23000,6400,8.9
41,150000,20000,19.47
39,150000,20000,10.08
45,23000,7000,7.29
40,23004,7750,7.88
36,23004,12000,11.48
40,14400,1000,9.25
41,23396,10000,10.38
47,18000,1000,14.84
38,48384,19000,14.96
38,23868,7750,12.53
36,24000,6200,10.65
37,103000,18550,7.88
38,24000,1500,6.03
38,40000,18225,12.42
42,45000,18200,10.83
37,58000,18200,10.99
43,36480,18000,11.71
37,43200,18000,8.88
43,50000,18000,14.35
45,24000,4000,13.49
45,48500,18000,13.85
40,55000,18000,7.88
39,70000,18000,11.14
36,24000,4000,14.72
38,77000,18000,10.65
43,62900,18000,17.27
38,81000,18000,10.59
36,82000,18000,13.22
48,82500,18000,7.51
40,85000,18000,11.48
43,90000,18000,13.11
36,125000,18000,11.11
36,130000,18000,11.71
44,24000,5000,14.74
39,168000,18000,17.93
36,24000,1500,9.63
50,85000,17500,13.49
38,51000,17000,10.38
49,70000,17000,11.71
46,72194,17000,8.88
42,75000,17000,7.9
40,95000,17000,10.0
49,86400,16875,7.51
37,25000,10625,13.06
36,25000,11500,7.29
38,47000,16500,7.9
43,25000,10000,9.62
36,72000,16500,13.61
48,92000,16500,12.69
36,36000,16000,8.9
44,36000,16000,11.49
41,45000,16000,12.99
36,25000,3000,8.7
36,44000,16000,14.65
50,50000,16000,7.9
36,25200,8700,12.23
42,54000,16000,12.87
38,60000,16000,13.22
39,65000,16000,11.83
39,67000,16000,10.99
39,70000,16000,7.9
40,70000,16000,11.99
48,71004,16000,9.25
49,69000,16000,14.96
38,25000,1000,8.0
37,26000,6000,8.59
36,27600,1000,11.49
46,35000,1000,7.9
41,26400,10300,16.29
45,38400,1000,14.72
40,39960,1000,15.23
37,44000,1000,5.42
36,42000,1000,7.51
38,61000,1000,9.45
41,26400,6000,12.21
44,26500,6200,6.03
45,26748,4000,7.88
36,26880,4500,7.66
36,16800,1200,13.06
39,18300,1200,14.74
36,29000,1200,12.42
36,27000,6000,7.14
41,57000,1200,15.99
37,85000,1200,8.9
45,27012,6000,5.99
40,27040,6925,9.99
39,27040,4800,8.59
38,37500,1375,6.91
38,27500,4700,13.92
37,26400,1500,6.91
41,27340,1500,12.99
48,29004,1500,7.51
42,30132,1500,12.98
40,30996,1500,13.72
50,29000,1500,10.39
42,35004,1500,7.37
41,35400,1500,12.87
41,32004,1500,14.74
48,33500,1500,14.74
36,28000,3075,15.62
39,39000,1500,10.36
40,49788,1500,9.32
45,52000,1500,8.94
44,28000,3500,8.94
48,28000,7500,7.74
41,55000,1500,5.99
41,63000,1500,8.0
45,74600,1500,13.61
38,80000,1500,11.49
36,89004,1500,11.36
40,90000,1500,14.27
37,28500,1800,6.76
42,14000,1700,13.16
44,27000,1700,6.99
39,28650,8000,10.37
37,44000,1700,10.59
40,19200,1800,11.99
37,27000,1800,11.36
36,45000,1800,14.27
36,28800,5375,11.11
39,44000,1800,14.91
37,28800,4000,6.54
37,50400,1800,8.9
37,51000,1800,7.51
36,156326,1800,8.0
42,40000,1950,11.86
36,90000,1950,12.42
48,15000,2000,12.84
47,18000,2000,7.29
39,18996,2000,7.88
45,19200,2000,8.49
48,19632,2000,13.47
43,29004,5000,7.88
42,20400,2000,20.99
46,29004,10000,11.58
39,24000,2000,10.99
39,29280,1800,7.37
41,24000,2000,7.75
36,29500,1250,11.83
37,26500,2000,13.16
39,29894,8000,9.63
48,30000,2100,12.42
44,102000,15000,8.94
46,102000,15000,13.22
44,108000,15000,13.57
37,30000,4800,16.29
36,120000,15000,12.99
38,225000,15000,15.62
37,63000,14900,9.63
36,30123,2000,14.26
41,32496,2000,10.99
48,32500,2000,17.27
38,33000,2000,16.89
45,30000,1000,15.23
43,60000,2000,12.53
44,65000,2000,7.9
43,69000,2000,8.9
43,85000,2000,6.62
40,30000,5000,13.43
38,34800,2100,14.72
38,9732,2200,9.63
39,34000,14000,17.58
36,54000,2225,10.59
39,30000,2300,14.79
46,30000,3050,7.88
38,22000,2350,14.17
37,40080,2350,7.88
36,13440,2400,17.49
49,15000,2400,9.91
39,30000,7200,14.96
36,21996,2400,14.11
37,24500,2400,11.71
39,32280,2400,8.88
36,32000,2400,18.79
36,38568,2400,18.39
37,45000,2400,9.91
36,57110,2400,10.0
36,60000,2400,5.79
37,100000,2400,9.99
38,30000,10000,11.22
37,30480,1200,11.99
44,100000,13500,8.9
39,201000,13500,11.49
36,33481,13475,15.68
39,62692,13200,9.88
42,31000,7200,11.99
40,63000,13050,11.48
42,36000,13000,12.73
38,31200,5850,13.49
37,31200,3000,9.99
45,22178,2500,5.99
42,26568,2500,10.37
36,31000,2500,8.9
42,32004,2500,7.49
36,36000,2500,9.76
36,32000,5300,10.65
47,48000,2500,14.65
37,48000,2500,9.62
36,32000,12000,10.37
36,32000,5000,8.88
39,59000,2500,18.78
36,60072,2500,11.49
39,68000,2500,7.88
47,72000,2500,15.05
38,80000,2500,10.99
44,117300,2500,7.29
40,24000,2800,7.88
41,19200,2950,16.49
36,10800,3000,16.77
48,32304,15000,9.63
37,14400,3000,13.61
37,32400,8000,15.99
36,32400,6600,13.24
38,18000,3000,13.23
36,32642,8500,11.49
40,21600,3000,14.09
37,21600,3000,12.18
47,30000,3000,12.23
36,30000,3000,10.38
37,30000,3000,11.03
36,31200,3000,12.42
42,32000,3000,6.99
47,30000,3000,12.99
37,40000,3000,11.71
42,38000,3000,17.56
43,46000,3000,11.71
39,47004,3000,11.49
47,33600,10000,5.42
37,48000,3000,6.99
38,49000,3000,7.51
36,50000,3000,11.26
37,50000,3000,11.58
36,48686,12000,13.99
47,33888,7000,7.49
39,50000,12000,11.71
36,34000,5000,10.65
45,50400,12000,12.87
40,51500,12000,12.53
47,52000,12000,11.99
40,53000,12000,7.88
40,54000,12000,10.62
45,55000,12000,9.91
39,49000,12000,14.59
41,55000,12000,12.53
39,34000,5200,9.76
37,55200,12000,11.71
46,56500,12000,10.37
40,53000,3000,9.32
43,54000,3000,8.94
38,34800,6250,7.49
39,55000,3000,10.2
40,57000,3000,10.0
42,58752,3000,10.01
40,54000,3000,16.89
36,35000,12000,8.9
37,60000,3000,12.53
40,35000,5600,10.65
36,62000,3000,8.9
40,64200,3000,7.74
37,64680,3000,12.53
50,65000,3000,10.99
36,35000,7500,16.29
38,35000,4800,7.51
40,69996,3000,10.75
36,29000,4000,8.49
40,74500,3000,14.27
44,79272,3000,5.79
41,85000,3000,13.49
37,88000,3000,7.4
39,94000,3000,10.99
39,97000,3000,9.25
38,35000,13075,7.29
40,35000,4000,10.37
41,35000,1500,13.06
39,360000,3000,11.48
47,65000,3100,13.49
36,50000,3125,13.47
36,53000,3150,15.27
41,35000,1500,10.38
37,33888,3200,12.86
41,42000,3200,12.18
36,88000,3200,10.99
42,35000,2000,7.37
49,23004,3250,15.21
39,28800,3250,14.72
43,125000,3250,7.49
40,35820,3275,8.88
48,35004,3300,6.39
38,55000,3325,16.89
41,35100,4650,7.88
36,35256,5000,5.99
43,35300,10000,10.25
42,29000,3450,8.0
36,16107,3500,10.36
38,20640,3500,12.61
42,35010,3500,12.68
39,36000,7125,7.9
44,37000,3500,12.87
43,36000,5000,9.91
39,38400,3500,12.99
41,39000,3500,13.11
41,36000,2500,7.9
36,36000,15000,7.9
37,36000,12000,6.03
38,43000,3500,11.83
48,36000,8000,6.99
37,44000,3500,13.61
37,36000,9000,7.49
36,53000,3500,9.32
38,36000,6000,13.99
44,30000,4500,15.62
44,36000,12000,13.99
39,30500,3600,7.68
37,35496,3600,10.37
38,36000,18000,10.38
44,36000,1000,7.51
36,37200,11000,12.73
40,38000,11000,10.37
37,36000,8000,7.88
41,48000,11000,7.66
44,36000,1000,11.48
39,42000,11000,13.55
36,36000,12000,9.63
46,60000,11000,9.91
44,62000,11000,8.07
44,61000,11000,16.02
43,70000,11000,7.29
38,36156,8500,12.21
38,108000,11000,13.49
40,96050,11000,16.77
37,47908,10950,5.99
36,55000,10900,12.42
44,124800,10875,7.14
39,38400,10850,10.99
44,35000,10825,10.65
37,30000,10800,12.21
36,33000,10800,14.96
47,56004,10800,10.36
41,60000,10800,10.74
41,69350,10800,5.42
38,70000,10800,12.21
37,77000,10800,7.14
39,119000,10800,7.49
37,41000,10750,15.37
37,37000,4000,10.59
41,37000,6000,12.99
40,117000,10625,11.14
40,29000,10500,7.51
36,37000,7000,6.91
38,51504,10500,12.53
47,37000,7400,8.0
43,36000,10400,7.66
43,90000,10400,11.49
37,42500,3600,7.88
36,37400,6250,6.0
40,37440,10000,11.14
46,54250,3600,10.0
45,37500,5000,11.49
39,60000,3600,5.99
38,37500,12000,13.47
36,37500,10000,9.32
37,68480,3600,15.23
36,74000,3600,15.62
41,31000,3700,16.32
50,36996,3800,12.53
39,60000,3800,10.37
42,32000,10000,10.59
36,85000,3825,5.42
40,13273,3850,9.99
37,12360,4000,9.99
38,17600,4000,16.0
45,19200,4000,10.0
37,20800,4000,19.41
41,21600,4000,7.51
37,22000,4000,10.0
38,22000,4000,12.68
41,24000,4000,16.07
45,38268,8400,12.18
42,26280,4000,9.99
37,38400,7000,7.9
36,27600,4000,11.86
44,38400,6825,8.9
40,28800,4000,10.74
37,29536,4000,11.89
37,38400,2400,6.99
36,30000,4000,10.74
36,38400,10000,6.17
45,31200,4000,14.96
44,32004,4000,14.35
39,38500,3500,13.98
36,34000,4000,14.59
45,34800,4000,13.49
36,30000,4000,17.99
44,36000,4000,15.2
43,39000,8000,9.99
36,39000,7000,5.79
43,39996,4000,10.99
38,40000,4000,11.49
47,39000,5600,8.59
37,35000,4000,9.32
41,42000,4000,13.43
37,39480,8000,8.49
41,43000,4000,13.23
36,43000,4000,13.92
40,39500,10000,7.29
36,39520,5000,5.79
37,49000,4000,9.25
37,39700,15000,13.23
38,50000,4000,7.88
48,50004,4000,7.68
37,39960,5600,6.54
38,45000,4000,11.49
40,51000,4000,11.12
42,39996,2500,5.42
45,55000,4000,6.03
41,39996,1200,15.21
37,61260,4000,14.82
36,73000,4000,11.12
38,74000,4000,11.26
37,40000,17500,7.9
41,75000,4000,16.29
36,76000,4000,17.39
44,40000,8000,6.62
40,28800,4200,14.72
39,40000,15000,5.42
46,50000,4350,10.99
38,40000,9000,7.49
38,34000,8000,15.62
36,40000,14000,10.99
37,40000,16000,10.99
36,20004,4375,10.74
38,24000,4400,14.09
36,40000,4000,18.07
36,40000,6000,8.49
38,40000,10000,5.99
39,40000,1000,10.37
45,32000,4500,7.51
46,35004,4500,12.68
46,40000,12000,6.91
44,35000,4500,14.59
38,42000,4500,6.62
41,40000,1500,10.36
37,45600,4500,11.86
43,50000,4500,10.74
36,40000,5000,7.88
39,52000,4500,11.99
40,53000,4500,6.03
38,65000,4500,13.43
43,67000,4500,5.42
39,84998,4500,10.99
39,110000,4500,13.49
50,35880,4600,12.23
41,45840,4600,10.99
50,40000,8000,7.88
47,40000,6000,7.74
43,40000,18000,11.83
36,14004,4800,15.28
38,40000,4000,12.21
39,24000,4800,7.49
37,30960,4800,11.49
36,40000,5000,8.0
38,33600,4800,8.49
40,40008,12000,11.71
38,40246,12000,8.9
37,36000,4800,10.75
38,40320,15000,16.07
46,40452,4000,11.71
36,40500,7475,5.42
37,40800,2875,11.99
37,40800,4000,13.49
36,40800,7200,16.32
42,40800,10400,7.51
39,40800,3500,8.59
37,55000,4800,8.9
46,60000,4800,12.12
39,56000,4800,16.7
39,64000,4800,12.73
37,59000,4800,14.54
42,41000,10000,10.99
36,41000,6250,10.62
49,80000,4800,7.88
48,92000,4800,7.88
43,41000,6000,13.22
40,41000,6000,12.53
45,107473,4800,12.23
41,41004,10000,11.99
37,95000,10000,7.88
39,83400,10000,16.4
38,96000,10000,19.04
42,100000,10000,13.55
38,112000,10000,11.26
37,103000,10000,15.62
49,115000,10000,10.37
37,117000,10000,7.66
49,41869,8000,7.14
36,120000,10000,11.49
38,120000,10000,10.28
41,121200,10000,6.03
47,126000,10000,6.91
37,135000,10000,7.74
42,42000,12000,6.03
49,42000,3000,8.9
36,166000,10000,7.88
40,73000,9975,16.29
36,24168,9925,13.06
36,55200,9900,14.84
43,42000,7775,5.99
38,42000,5600,9.99
36,42000,6000,10.59
37,42000,3000,15.23
39,67000,9800,16.29
37,42000,4500,12.99
36,42000,2000,15.62
37,70000,4900,12.18
39,55000,4975,12.21
40,28000,5000,12.99
47,28500,5000,5.42
38,42000,4000,10.74
38,30000,5000,13.61
44,30000,5000,13.98
36,30000,5000,11.14
44,42000,13200,6.17
50,30000,5000,12.84
41,32000,5000,13.98
39,32000,5000,9.32
36,32004,5000,10.62
39,42000,8000,10.38
50,42000,10000,14.84
50,34000,5000,5.79
41,34800,5000,11.99
